Home_Earth,Home_Europa,Home_Mars,CryoSleep,Dest_Cancri,Dest_TRAPPIST,Dest_PSO,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
0.9428474538146195,-0.5698671356295687,-0.5036641053387009,-0.732770024957805,-0.5110131938212491,3.149738762398682,-1.4591880144885614,0.18547585747322679,-0.15306306651526758,-0.340589866958155,-0.19950358859421985,0.3687262654741185,-0.27666342233874663,-0.26902262771835533,0
-1.0606169597787531,-0.5698671356295687,1.985450202625669,1.3646846431219442,1.9568966361165945,-0.31748664744451705,-1.4591880144885614,0.6549206375706944,-0.15306306651526758,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1
0.9428474538146195,-0.5698671356295687,-0.5036641053387009,-0.732770024957805,-0.5110131938212491,-0.31748664744451705,0.6853126465341037,-1.424049102860948,-0.15306306651526758,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1
-1.0606169597787531,1.7547949995313137,-0.5036641053387009,-0.732770024957805,-0.5110131938212491,-0.31748664744451705,0.6853126465341037,-0.08277830258246904,-0.15306306651526758,-0.340589866958155,0.8987542557748193,-0.290817025018365,1.6502247663931524,-0.26902262771835533,0
0.9428474538146195,-0.5698671356295687,-0.5036641053387009,1.3646846431219442,-0.5110131938212491,-0.31748664744451705,0.6853126465341037,-0.6192866226938607,-0.15306306651526758,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1
0.9428474538146195,-0.5698671356295687,-0.5036641053387009,1.3646846431219442,-0.5110131938212491,3.149738762398682,-1.4591880144885614,-0.35103246263816484,-0.15306306651526758,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1
-1.0606169597787531,-0.5698671356295687,1.985450202625669,-0.732770024957805,-0.5110131938212491,-0.31748664744451705,0.6853126465341037,-1.692303262916644,-0.15306306651526758,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1
-1.0606169597787531,1.7547949995313137,-0.5036641053387009,-0.732770024957805,-0.5110131938212491,-0.31748664744451705,0.6853126465341037,0.8561112576124663,-0.15306306651526758,-0.340589866958155,-0.028900428303883684,-0.290817025018365,3.3067973070519097,-0.26902262771835533,0
0.9428474538146195,-0.5698671356295687,-0.5036641053387009,-0.732770024957805,-0.5110131938212491,-0.31748664744451705,0.6853126465341037,1.2584924976960101,-0.15306306651526758,-0.340589866958155,-0.2873140387436576,-0.26403354114049765,-0.2739958337064459,0.4845995249542091,0
0.9428474538146195,-0.5698671356295687,-0.5036641053387009,1.3646846431219442,-0.5110131938212491,-0.31748664744451705,0.6853126465341037,0.18547585747322679,-0.15306306651526758,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1
0.9428474538146195,-0.5698671356295687,-0.5036641053387009,1.3646846431219442,-0.5110131938212491,-0.31748664744451705,0.6853126465341037,-0.8875407827495565,-0.15306306651526758,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1
0.9428474538146195,-0.5698671356295687,-0.5036641053387009,-0.732770024957805,1.9568966361165945,-0.31748664744451705,-1.4591880144885614,-1.8934938829584158,-0.15306306651526758,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,0
0.9428474538146195,-0.5698671356295687,-0.5036641053387009,1.3646846431219442,-0.5110131938212491,-0.31748664744451705,0.6853126465341037,-1.8934938829584158,-0.15306306651526758,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,0
0.9428474538146195,-0.5698671356295687,-0.5036641053387009,-0.732770024957805,1.9568966361165945,-0.31748664744451705,-1.4591880144885614,-1.826430342944492,-0.15306306651526758,-0.340589866958155,-0.2873140387436576,-0.290817025018365,-0.27666342233874663,-0.26902262771835533,1
0.9428474538146195,-0.5698671356295687,-0.5036641053387009,-0.732770024957805,-0.5110131938212491,-0.31748664744451705,0.6853126465341037,-0.9546043227634805,-0.15306306651526758,-0.340589866958155,-0.11921974845759106,0.10926126540727855,-0.16373550357134878,-0.26902262771835533,1
